,source,tag1,relation_label,target,tag2
4869,SNUC,RAREDISEASE,Produces,diplopia,SIGN
4870,SNUC,RAREDISEASE,Produces,nasal obstruction,SIGN
4871,SNUC,RAREDISEASE,Produces,nasal infection,SIGN
4872,SNUC,RAREDISEASE,Anaphora,It,ANAPHOR
4873,Tricho-dento-osseous syndrome,SKINRAREDISEASE,Is_a,autosomal dominant genetic disorder,DISEASE
4874,Tricho-dento-osseous syndrome,SKINRAREDISEASE,Is_a,ectodermal dysplasias,SKINRAREDISEASE
4875,TDO syndrome,SKINRAREDISEASE,Is_acron,Tricho-dento-osseous syndrome,SKINRAREDISEASE
4876,TDO syndrome,SKINRAREDISEASE,Produces,kinky or curly hair,SIGN
4877,TDO syndrome,SKINRAREDISEASE,Produces,sclerosis of the top portion of the skull,SIGN
4878,TDO syndrome,SKINRAREDISEASE,Produces,sclerosis of the the long bones,SIGN
4879,TDO syndrome,SKINRAREDISEASE,Produces,sclerosis of the bones in the arms,SIGN
4880,TDO syndrome,SKINRAREDISEASE,Produces,sclerosis of the bones in the legs,SIGN
4881,TDO syndrome,SKINRAREDISEASE,Produces,"thin, brittle nails",SIGN
4882,TDO syndrome,SKINRAREDISEASE,Produces,craniosynostosis,SIGN
4883,TDO syndrome,SKINRAREDISEASE,Produces,dolicocephaly,SIGN
4884,Tricho-dento-osseous syndrome,SKINRAREDISEASE,Is_a,inherited disorder,DISEASE
4885,AP-4-associated hereditary spastic paraplegia,RAREDISEASE,Is_a,slowly-progressing neurodegenerative disorders,DISEASE
4886,AP-4-associated hereditary spastic paraplegia,RAREDISEASE,Produces,global developmental delay,SIGN
4887,AP-4-associated hereditary spastic paraplegia,RAREDISEASE,Produces,moderate to severe intellectual disability,SIGN
4888,AP-4-associated hereditary spastic paraplegia,RAREDISEASE,Produces,impaired/absent speech,SIGN
4889,AP-4-associated hereditary spastic paraplegia,RAREDISEASE,Produces,microcephaly,SIGN
4890,AP-4-associated hereditary spastic paraplegia,RAREDISEASE,Produces,seizures,SIGN
4891,AP-4-associated hereditary spastic paraplegia,RAREDISEASE,Produces,progressive motor symptoms,SIGN
4892,AP-4-associated hereditary spastic paraplegia,RAREDISEASE,Anaphora,The conditions,ANAPHOR
4893,AP-4-associated hereditary spastic paraplegia,RAREDISEASE,Anaphora,These conditions,ANAPHOR
4894,HSP,RAREDISEASE,Is_acron,AP-4-associated hereditary spastic paraplegia,RAREDISEASE
4895,SPG47,RAREDISEASE,Is_a,The conditions,ANAPHOR
4896,SPG50,RAREDISEASE,Is_a,The conditions,ANAPHOR
4897,SPG51,RAREDISEASE,Is_a,The conditions,ANAPHOR
4898,SPG52,RAREDISEASE,Is_a,The conditions,ANAPHOR
4899,These conditions,ANAPHOR,Produces,abnormal adaptor protein complex 4,SIGN
4900,SPG51,RAREDISEASE,Produces,spasticity,SIGN
4901,SPG51,RAREDISEASE,Produces,intellectual disability,SIGN
4902,SPG51,RAREDISEASE,Produces,seizure,SIGN
4903,SPG51,RAREDISEASE,Produces,thin corpus callosum,SIGN
4904,SPG51,RAREDISEASE,Produces,wide lateral ventricles,SIGN
4905,SPG51,RAREDISEASE,Produces,changes in the white matter,SIGN
4906,Scott craniodigital syndrome,RAREDISEASE,Produces,unusual head shape,SIGN
4907,Scott craniodigital syndrome,RAREDISEASE,Produces,growth delay,SIGN
4908,Scott craniodigital syndrome,RAREDISEASE,Produces,developmental delay,SIGN
4909,Scott craniodigital syndrome,RAREDISEASE,Produces,syndactyly,SIGN
4910,the disorder,ANAPHOR,Is_a,The disorder,ANAPHOR
4911,Spastic paraplegia 50,RAREDISEASE,Produces,paraplegia,SIGN
4912,Spastic paraplegia 50,RAREDISEASE,Is_a,slowly-progressing neurodegenerative disorder,DISEASE
4913,Spastic paraplegia 50,RAREDISEASE,Produces,moderate to severe intellectual disability,SIGN
4914,Spastic paraplegia 50,RAREDISEASE,Produces,impaired/absent speech,SIGN
4915,Spastic paraplegia 50,RAREDISEASE,Produces,microcephaly,SIGN
4916,Spastic paraplegia 50,RAREDISEASE,Produces,seizures,SIGN
4917,Spastic paraplegia 50,RAREDISEASE,Produces,progressive motor symptoms,SIGN
4918,Spastic paraplegia 50,RAREDISEASE,Produces,Hypotonia,SIGN
4919,Spastic paraplegia 50,RAREDISEASE,Produces,hypertonia,SIGN
4920,Spastic paraplegia 50,RAREDISEASE,Produces,spasticity of the legs,SIGN
4921,Spastic paraplegia 50,RAREDISEASE,Produces,non-ambulation and wheelchair reliance,SIGN
4922,Spastic paraplegia 50,RAREDISEASE,Produces,Spasticity upper extremities,SIGN
4923,Spastic paraplegia 50,RAREDISEASE,Produces,tetraplegia,SIGN
4924,SPG50,RAREDISEASE,Is_acron,Spastic paraplegia 50,RAREDISEASE
4925,AP-4-associated hereditary spastic paraplegia,RAREDISEASE,Is_a,slowly-progressing neurodegenerative disorders,DISEASE
4926,AP-4-associated hereditary spastic paraplegia,RAREDISEASE,Produces,global developmental delay,SIGN
4927,AP-4-associated hereditary spastic paraplegia,RAREDISEASE,Produces,moderate to severe intellectual disability,SIGN
4928,AP-4-associated hereditary spastic paraplegia,RAREDISEASE,Produces,impaired/absent speech,SIGN
4929,AP-4-associated hereditary spastic paraplegia,RAREDISEASE,Produces,microcephaly,SIGN
4930,AP-4-associated hereditary spastic paraplegia,RAREDISEASE,Produces,progressive motor symptoms,SIGN
4931,AP-4-associated hereditary spastic paraplegia,RAREDISEASE,Anaphora,The conditions,ANAPHOR
4932,AP-4-associated hereditary spastic paraplegia,RAREDISEASE,Anaphora,These conditions,ANAPHOR
4933,HSP,RAREDISEASE,Is_acron,AP-4-associated hereditary spastic paraplegia,RAREDISEASE
4934,SPG47,RAREDISEASE,Is_a,The conditions,ANAPHOR
4935,SPG50,RAREDISEASE,Is_a,The conditions,ANAPHOR
4936,SPG51,RAREDISEASE,Is_a,The conditions,ANAPHOR
4937,SPG52,RAREDISEASE,Is_a,The conditions,ANAPHOR
4938,SPG50,RAREDISEASE,Produces,spasticity,SIGN
4939,SPG50,RAREDISEASE,Produces,developmental delay,SIGN
4940,SPG50,RAREDISEASE,Produces,intellectual disability,SIGN
4941,SPG50,RAREDISEASE,Produces,seizures,SIGN
4942,SPG50,RAREDISEASE,Produces,thin corpus callosum,SIGN
4943,SPG50,RAREDISEASE,Produces,wide lateral ventricles,SIGN
4944,SPG50,RAREDISEASE,Produces,changes in the white matter,SIGN
4945,Trichorhinophalangeal syndrome type III,SKINRAREDISEASE,Is_a,inherited multisystem disorder,DISEASE
4946,TRPS3,SKINRAREDISEASE,Is_acron,Trichorhinophalangeal syndrome type III,SKINRAREDISEASE
4947,Sugio-Kajii syndrome,SKINRAREDISEASE,Is_synon,Trichorhinophalangeal syndrome type III,SKINRAREDISEASE
4948,TRPS3,SKINRAREDISEASE,Produces,unusual facial features,SIGN
4949,TRPS3,SKINRAREDISEASE,Produces,abnormalities of the fingers,SIGN
4950,TRPS3,SKINRAREDISEASE,Produces,abnormalities of the toes,SIGN
4951,TRPS3,SKINRAREDISEASE,Produces,skeletal dysplasia,SIGN
4952,TRPS3,SKINRAREDISEASE,Produces,Characteristic facial features,SIGN
4953,TRPS3,SKINRAREDISEASE,Produces,bulbous nose,SIGN
4954,TRPS3,SKINRAREDISEASE,Produces,long prominent groove in the upper lip,SIGN
4955,TRPS3,SKINRAREDISEASE,Produces,delayed eruption of teeth,SIGN
4956,TRPS3,SKINRAREDISEASE,Produces,brachydactyly,SIGN
4957,TRPS3,SKINRAREDISEASE,Produces,metacarpophalangeal shortening,SIGN
4958,TRPS3,SKINRAREDISEASE,Produces,dwarfism,SIGN
4959,TRPS3,SKINRAREDISEASE,Produces,skeletal abnormalities,SIGN
4960,trichrhinophalangeal syndome type III,SKINRAREDISEASE,Produces,"fine, sparse hair",SIGN
4961,trichrhinophalangeal syndome type III,SKINRAREDISEASE,Produces,facial abnormalities,SIGN
4962,trichrhinophalangeal syndome type III,SKINRAREDISEASE,Produces,epiphyseal coning,SIGN
4963,Sweet syndrome,RAREDISEASE,Produces,fever,SIGN
4964,Sweet syndrome,RAREDISEASE,Produces,rash,SIGN
4965,Sweet syndrome,RAREDISEASE,Produces,"multiple tender, red or bluish-red bumps",SIGN
4966,Sweet syndrome,RAREDISEASE,Produces,lesions,SIGN
4967,Sweet syndrome,RAREDISEASE,Produces,lesions,SIGN
4968,Sweet syndrome,RAREDISEASE,Produces,arthritis,SIGN
4969,Sweet syndrome,RAREDISEASE,Produces,inflammation of the internal organs,SIGN
4970,Sweet syndrome,RAREDISEASE,Produces,conjunctivitis,SIGN
4971,Sweet syndrome,RAREDISEASE,Anaphora,the disorder,ANAPHOR
4972,Sweet syndrome,RAREDISEASE,Anaphora,the disorder,ANAPHOR
4973,Sweet syndrome,RAREDISEASE,Anaphora,The disorder,ANAPHOR
4974,the disorder,ANAPHOR,Is_a,Sweet syndrome,RAREDISEASE
4975,the disorder,ANAPHOR,Is_synon,conjunctivitis,SIGN
4976,leukemia,RAREDISEASE,Is_a,blood cancer,DISEASE
4977,malignancy-associated Sweet syndrome,RAREDISEASE,Is_a,the disorder,ANAPHOR
4978,drug-induced Sweet syndrome,RAREDISEASE,Is_a,The disorder,ANAPHOR
4979,pure autonomic failure,RAREDISEASE,Produces,orthostatic hypotension,SIGN
4980,pure autonomic failure,RAREDISEASE,Produces,sudden drastic drop in blood pressure,SIGN
4981,PAF,RAREDISEASE,Is_acron,pure autonomic failure,RAREDISEASE
4982,PAF,RAREDISEASE,Produces,accumulation of a protein called alpha-synuclein in autonomic nerves,SIGN
4983,PAF,RAREDISEASE,Anaphora,It,ANAPHOR
4984,WAGR syndrome/11p deletion syndrome,RAREDISEASE,Is_a,genetic syndrome,DISEASE
4985,WAGR syndrome/11p deletion syndrome,RAREDISEASE,Produces,malignancies,SIGN
4986,WAGR syndrome/11p deletion syndrome,RAREDISEASE,Produces,distinctive eye abnormalities,SIGN
4987,WAGR syndrome/11p deletion syndrome,RAREDISEASE,Produces,intellectual disability,SIGN
4988,WAGR syndrome/11p deletion syndrome,RAREDISEASE,Anaphora,the syndrome,ANAPHOR
4989,the syndrome,ANAPHOR,Produces,(W)ilms' Tumor,SIGN
4990,the syndrome,ANAPHOR,Produces,(A)niridia,SIGN
4991,the syndrome,ANAPHOR,Produces,Genitourinary abnormalities,SIGN
4992,the syndrome,ANAPHOR,Produces,undescended testicles,SIGN
4993,the syndrome,ANAPHOR,Produces,hypospadias in males,SIGN
4994,the syndrome,ANAPHOR,Produces,internal genital or urinary anomalies in females,SIGN
4995,the syndrome,ANAPHOR,Produces,intellectual disability,SIGN
4996,(W)ilms' Tumor,RAREDISEASE,Is_a,kidney cancer,DISEASE
4997,WAGR syndrome/11p deletion syndrome,RAREDISEASE,Is_a,genetic disorder,DISEASE
4998,Physical urticaria,RAREDISEASE,Produces,erythematous allergic skin lesions,SIGN
4999,Physical urticaria,RAREDISEASE,Produces,pruritus,SIGN
5000,Physical urticaria,RAREDISEASE,Produces,wheals,SIGN
5001,Physical urticaria,RAREDISEASE,Produces,lesion,SIGN
5002,Physical urticaria,RAREDISEASE,Anaphora,The disorder,ANAPHOR
5003,Cold urticaria,RAREDISEASE,Produces,urticaria,SIGN
5004,Cold urticaria,RAREDISEASE,Anaphora,it,ANAPHOR
5005,physical urticaria,RAREDISEASE,Produces,urticaria,SIGN
5006,Truncus arteriosus,RAREDISEASE,Is_a,heart disease,DISEASE
5007,Truncus arteriosus,RAREDISEASE,Produces,single main blood vessel,SIGN
5008,truncus arteriosus,RAREDISEASE,Produces,just one blood vessel leaving the heart which then branches into other blood vessels,SIGN
5009,truncus arteriosus,RAREDISEASE,Produces,Blood from both ventricles of the heart is mixed,SIGN
5010,truncus arteriosus,RAREDISEASE,Produces,some oxygen-rich blood travels needlessly back to the lungs,SIGN
5011,truncus arteriosus,RAREDISEASE,Produces,some oxygen-poor blood travels to the rest of the body,SIGN
5012,truncus arteriosus,RAREDISEASE,Anaphora,this condition,ANAPHOR
5013,this condition,ANAPHOR,Produces,cyanosis,SIGN
5014,truncus arteriosus,RAREDISEASE,Produces,ventricular septal defect,SIGN
5015,truncus arteriosus,RAREDISEASE,Anaphora,The malformatio,ANAPHOR
5016,truncus arteriosus,RAREDISEASE,Increases_risk_of,this condition,ANAPHOR
5017,Smallpox,RAREDISEASE,Is_a,infectious disease,DISEASE
5018,Smallpox,RAREDISEASE,Anaphora,It,ANAPHOR
5019,It,ANAPHOR,Produces,fever,SIGN
5020,It,ANAPHOR,Produces,malaise,SYMPTOM
5021,It,ANAPHOR,Produces,headaches,SYMPTOM
5022,It,ANAPHOR,Produces,back pain,SYMPTOM
5023,It,ANAPHOR,Produces,rash,SIGN
5024,It,ANAPHOR,Produces,pocks,SIGN
5025,Smallpox,RAREDISEASE,Is_a,highly contagious disease,DISEASE
5026,AP-4-associated hereditary spastic paraplegia,RAREDISEASE,Is_a,slowly-progressing neurodegenerative disorders,DISEASE
5027,AP-4-associated hereditary spastic paraplegia,RAREDISEASE,Produces,global developmental delay,SIGN
5028,AP-4-associated hereditary spastic paraplegia,RAREDISEASE,Produces,moderate to severe intellectual disability,SIGN
5029,AP-4-associated hereditary spastic paraplegia,RAREDISEASE,Produces,impaired/absent speech,SIGN
5030,AP-4-associated hereditary spastic paraplegia,RAREDISEASE,Produces,microcephaly,SIGN
5031,AP-4-associated hereditary spastic paraplegia,RAREDISEASE,Produces,seizures,SIGN
5032,AP-4-associated hereditary spastic paraplegia,RAREDISEASE,Produces,progressive motor symptoms,SIGN
5033,AP-4-associated hereditary spastic paraplegia,RAREDISEASE,Anaphora,The conditions,ANAPHOR
5034,AP-4-associated hereditary spastic paraplegia,RAREDISEASE,Anaphora,These conditions,ANAPHOR
5035,HSP,RAREDISEASE,Is_acron,AP-4-associated hereditary spastic paraplegia,RAREDISEASE
5036,SPG47,RAREDISEASE,Is_a,The conditions,ANAPHOR
5037,SPG50,RAREDISEASE,Is_a,The conditions,ANAPHOR
5038,SPG51,RAREDISEASE,Is_a,The conditions,ANAPHOR
5039,SPG52,RAREDISEASE,Is_a,The conditions,ANAPHOR
5040,These conditions,ANAPHOR,Produces,abnormal adaptor protein complex 4,SIGN
5041,SPG52,RAREDISEASE,Produces,spasticity,SIGN
5042,SPG52,RAREDISEASE,Produces,intellectual disability,SIGN
5043,SPG52,RAREDISEASE,Produces,seizure,SIGN
5044,SPG52,RAREDISEASE,Produces,thin corpus callosum,SIGN
5045,SPG52,RAREDISEASE,Produces,wide lateral ventricles,SIGN
5046,SPG52,RAREDISEASE,Produces,changes in the white matter.,SIGN
5047,Setleis syndrome,SKINRAREDISEASE,Is_a,inherited disorder,DISEASE
5048,Setleis syndrome,SKINRAREDISEASE,Is_a,ectodermal dysplasias,SKINRAREDISEASE
5049,Setleis syndrome,SKINRAREDISEASE,Produces,distinctive abnormalities of the facial area congenital,SIGN
5050,Setleis syndrome,SKINRAREDISEASE,Produces,"multiple, scar-like, circular depressions on both temples",SIGN
5051,Setleis syndrome,SKINRAREDISEASE,Produces,"puffy, wrinkled skin around the eyes",SIGN
5052,Setleis syndrome,SKINRAREDISEASE,Produces,"abnormalities of the eyelashes, eyebrows, and eyelids",SIGN
5053,Setleis syndrome,SKINRAREDISEASE,Produces,missing eyelashes on both the upper and lower lids,SIGN
5054,Setleis syndrome,SKINRAREDISEASE,Produces,multiple rows of lashes on the upper lids but none on the lower lids,SIGN
5055,Setleis syndrome,SKINRAREDISEASE,Produces,nose bulbous,SIGN
5056,Setleis syndrome,SKINRAREDISEASE,Produces,aged appearance,SIGN
5057,Setleis syndrome,SKINRAREDISEASE,Produces,"""leonine"""""""" appearance""",SIGN
5058,Setleis syndrome,SKINRAREDISEASE,Is_a,inherited disorder,DISEASE
5059,Setleis syndrome,SKINRAREDISEASE,Produces,"scar-like, circular depressions on both temples",SIGN
5060,Setleis syndrome,SKINRAREDISEASE,Produces,aged appearance,SIGN
5061,Setleis syndrome,SKINRAREDISEASE,Produces,"""leonine"""""""" facial appearance""",SIGN
5062,Setleis syndrome,SKINRAREDISEASE,Produces,abnormalities of the eyelashes,SIGN
5063,Setleis syndrome,SKINRAREDISEASE,Produces,abnormalities of the eyebrows,SIGN
5064,Setleis syndrome,SKINRAREDISEASE,Produces,thinning of the epidermis,SIGN
5065,Setleis syndrome,SKINRAREDISEASE,Produces,absence of sweat glands,SIGN
5066,Setleis syndrome,SKINRAREDISEASE,Produces,absence of sebaceous glands,SIGN
5067,Setleis syndrome,SKINRAREDISEASE,Produces,absence of hair follicles,SIGN
5068,Staphylococcal scalded skin syndrome,RAREDISEASE,Anaphora,the disorder,ANAPHOR
5069,Staphylococcal scalded skin syndrome,RAREDISEASE,Anaphora,the disorder,ANAPHOR
5070,Tongue cancers,RAREDISEASE,Is_a,oral cancers,DISEASE
5071,Tongue cancer,RAREDISEASE,Anaphora,It,ANAPHOR
5072,trichotillomania,RAREDISEASE,Produces,hair loss,SIGN
5073,trichotillomania,RAREDISEASE,Produces,hair loss,SIGN
5074,Shwachman syndrome,RAREDISEASE,Is_a,genetic disorder,DISEASE
5075,Shwachman syndrome,RAREDISEASE,Anaphora,The disorder,ANAPHOR
5076,The disorder,ANAPHOR,Produces,insufficient absorption of fats,SIGN
5077,The disorder,ANAPHOR,Produces,insufficient absorption of nutrients,SIGN
5078,The disorder,ANAPHOR,Produces,pancreatic insufficiency,SIGN
5079,The disorder,ANAPHOR,Produces,hematologic abnormalities,SIGN
5080,The disorder,ANAPHOR,Produces,short stature,SIGN
5081,The disorder,ANAPHOR,Produces,metaphyseal dysostosis,SIGN
5082,The disorder,ANAPHOR,Produces,liver abnormalities,SIGN
5083,Superior semicircular canal dehiscence,RAREDISEASE,Produces,absence of bone overlying the superior semicircular canal facing toward the dura of the middle cranial fossa,SIGN
5084,SSCD,RAREDISEASE,Is_acron,Superior semicircular canal dehiscence,RAREDISEASE
5085,SSCD,RAREDISEASE,Produces,EVAS,RAREDISEASE
5086,SSCD,RAREDISEASE,Produces,pressure induced vertigo,SIGN
5087,SSCD,RAREDISEASE,Produces,aural fullness,SYMPTOM
5088,SSCD,RAREDISEASE,Produces,autophony,SYMPTOM
5089,SSCD,RAREDISEASE,Produces,conductive hearing loss,SIGN
5090,SSCD,RAREDISEASE,Produces,fluctuating or progressive sensorineural hearing loss,SIGN
5091,SSCD,RAREDISEASE,Produces,asymptomatic,SYMPTOM
5092,SSCD,RAREDISEASE,Produces,occlusion of the superior canal,SIGN
5093,hearing your eyes move/blink,SYMPTOM,Anaphora,SSCD,RAREDISEASE
5094,hearing your eyes move/blink,SYMPTOM,Produces,aural fullness,SYMPTOM
5095,hearing your eyes move/blink,SYMPTOM,Produces,autophony,SYMPTOM
5096,hearing your eyes move/blink,SYMPTOM,Produces,conductive hearing loss,SIGN
5097,hearing your eyes move/blink,SYMPTOM,Produces,hearing joint movements,SYMPTOM
5098,hearing your eyes move/blink,SYMPTOM,Produces,Hearing loss,SIGN
5099,hearing your eyes move/blink,SYMPTOM,Produces,fluctuating hearing loss,SIGN
5100,hearing your eyes move/blink,SYMPTOM,Produces,otosclerosis,DISEASE
5101,hearing your eyes move/blink,SYMPTOM,Produces,Meniere’s disease,DISEASE
5102,hearing your eyes move/blink,SYMPTOM,Produces,Fullness in the ear,SYMPTOM
5103,hearing your eyes move/blink,SYMPTOM,Produces,hearing your breathing loudly in the ear,SYMPTOM
5104,hearing your eyes move/blink,SYMPTOM,Produces,patulous eustachian tube,DISEASE
5105,fluctuating or progressive sensorineural hearing loss,SIGN,Produces,hearing your breathing loudly in the ear,SYMPTOM
5106,fluctuating or progressive sensorineural hearing loss,SIGN,Produces,patulous eustachian tube,DISEASE
5107,Meniere’s disease,DISEASE,Produces,Hearing loss,SIGN
5108,Meniere’s disease,DISEASE,Produces,fluctuating hearing loss,SIGN
5109,patulous eustachian tube,DISEASE,Produces,hearing your breathing loudly in the ear,SYMPTOM
5110,SSCD,RAREDISEASE,Produces,hearing your breathing loudly in the ear,SYMPTOM
5111,enlarged vestibular aqueduct syndrome,RAREDISEASE,Produces,Posterior semicircular canal dehiscence,SIGN
5112,enlarged vestibular aqueduct syndrome,RAREDISEASE,Produces,anomalies of the vestibular aqueduct,SIGN
5113,EVAS,RAREDISEASE,Is_acron,SSCD,RAREDISEASE
5114,cholesteatoma,DISEASE,Produces,Horizontal semicircular canal dehiscence,SIGN
5115,SSCD,RAREDISEASE,Produces,internal auditory canal wide,SIGN
5116,SSCD,RAREDISEASE,Produces,autophony,SYMPTOM
5117,Sirenomelia,RAREDISEASE,Is_a,congenital developmental disorder,DISEASE
5118,Sirenomelia,RAREDISEASE,Produces,anomalies of the lower spine,SIGN
5119,Sirenomelia,RAREDISEASE,Produces,anomalies of the lower limbs,SIGN
5120,Sirenomelia,RAREDISEASE,Produces,partial or complete fusion of the legs,SIGN
5121,Sirenomelia,RAREDISEASE,Produces,genitourinary abnormalities,SIGN
5122,Sirenomelia,RAREDISEASE,Produces,gastrointestinal abnormalities,SIGN
5123,Sirenomelia,RAREDISEASE,Produces,anomalies of the lumbarsacral spine,SIGN
5124,Sirenomelia,RAREDISEASE,Produces,anomalies of the pelvis,SIGN
5125,Sirenomelia,RAREDISEASE,Produces,one foot,SIGN
5126,Sirenomelia,RAREDISEASE,Produces,no feet,SIGN
5127,Sirenomelia,RAREDISEASE,Produces,both feet rotated externally,SIGN
5128,Sirenomelia,RAREDISEASE,Produces,tailbone is usually absent,SIGN
5129,Sirenomelia,RAREDISEASE,Produces,sacrum is partially or completely absent,SIGN
5130,mermaid syndrome,RAREDISEASE,Is_synon,Sirenomelia,RAREDISEASE
5131,Three M syndrome,RAREDISEASE,Is_a,inherited disorder,DISEASE
5132,Three M syndrome,RAREDISEASE,Anaphora,the disorder,ANAPHOR
5133,Vogt-Koyanagi-Harada disease,RAREDISEASE,Produces,loss of vision,SIGN
5134,Vogt-Koyanagi-Harada disease,RAREDISEASE,Produces,severe headache,SYMPTOM
5135,Vogt-Koyanagi-Harada disease,RAREDISEASE,Produces,vertigo,SYMPTOM
5136,Vogt-Koyanagi-Harada disease,RAREDISEASE,Produces,nausea,SYMPTOM
5137,Vogt-Koyanagi-Harada disease,RAREDISEASE,Produces,drowsiness,SIGN
5138,Vogt-Koyanagi-Harada disease,RAREDISEASE,Produces,Loss of hearing,SIGN
5139,Vogt-Koyanagi-Harada disease,RAREDISEASE,Produces,alopecia,SIGN
5140,Vogt-Koyanagi-Harada disease,RAREDISEASE,Produces,loss of pigmentation,SIGN
5141,Vogt-Koyanagi-Harada disease,RAREDISEASE,Produces,poliosis,SIGN
5142,Tethered cord syndrome,RAREDISEASE,Is_a,stretch-induced functional disorder,DISEASE
5143,Tethered cord syndrome,RAREDISEASE,Produces,fixation (tethering) effect of inelastic tissue on the caudal spinal cord,SIGN
5144,Tethered cord syndrome,RAREDISEASE,Produces,progressive stretching of the spinal cord,SIGN
5145,Tethered cord syndrome,RAREDISEASE,Produces,increased tension of the spinal cord,SIGN
5146,Tethered cord syndrome,RAREDISEASE,Produces,variation of the growth rate of the spinal cord and the spinal column,SIGN
5147,tethered cord syndrome at birth,RAREDISEASE,Produces,progressive fibrosis in the filum terminale,SIGN
5148,tethered cord syndrome at birth,RAREDISEASE,Produces,defective closure of the neural tube,SIGN
5149,tethered cord syndrome at birth,RAREDISEASE,Produces,spina bifida,SIGN
5150,uterine leiomyosarcoma,RAREDISEASE,Produces,myometrium malignant tumor that arises from,SIGN
5151,Leiomyosarcoma,RAREDISEASE,Is_a,cancer,DISEASE
5152,leiomyosarcomas,RAREDISEASE,Is_a,cancer,DISEASE
5153,Leiomyosarcoma,RAREDISEASE,Is_a,soft tissue sarcoma,DISEASE
5154,uterine leiomyosarcoma,RAREDISEASE,Is_a,leiomyosarcoma,RAREDISEASE
5155,Syringobulbia,RAREDISEASE,Is_a,neurological disorder,DISEASE
5156,Syringobulbia,RAREDISEASE,Produces,medulla syrinx within the,SIGN
5157,Syringobulbia,RAREDISEASE,Anaphora,This disorder,ANAPHOR
5158,syringomyelia,RAREDISEASE,Produces,syrinx is limited to the spinal cord,SIGN
5159,syringomyelia,RAREDISEASE,Produces,Chiari I malformation,SIGN
5160,Syringobulbia,RAREDISEASE,Anaphora,The disorder,ANAPHOR
5161,Syringobulbia,RAREDISEASE,Anaphora,It,ANAPHOR
5162,Spondyloepiphyseal dysplasia tarda,RAREDISEASE,Is_a,hereditary skeletal disorder,DISEASE
5163,Spondyloepiphyseal dysplasia tarda,RAREDISEASE,Produces,dwarfism,SIGN
5164,Spondyloepiphyseal dysplasia tarda,RAREDISEASE,Produces,moderate-to-severe spinal deformities,SIGN
5165,Spondyloepiphyseal dysplasia tarda,RAREDISEASE,Produces,barrel-shaped chest,SIGN
5166,Spondyloepiphyseal dysplasia tarda,RAREDISEASE,Produces,premature osteoarthritis,SIGN
5167,SEDT,RAREDISEASE,Is_acron,Spondyloepiphyseal dysplasia tarda,RAREDISEASE
5168,SEDL,RAREDISEASE,Is_acron,Spondyloepiphyseal dysplasia tarda,RAREDISEASE
5169,SCD,RAREDISEASE,Produces,anemia,SIGN
5170,SCD,RAREDISEASE,Produces,pain,SYMPTOM
5171,Tyrosine hydroxylase deficiency,RAREDISEASE,Is_a,genetic disorder,DISEASE
5172,Tyrosine hydroxylase deficiency,RAREDISEASE,Is_a,mild movement disorder,DISEASE
5173,Tyrosine hydroxylase deficiency,RAREDISEASE,Is_a,life-threatening neurological disorder,DISEASE
5174,Tyrosine hydroxylase deficiency,RAREDISEASE,Anaphora,the disorder,ANAPHOR
5175,the disorder,ANAPHOR,Produces,dystonia,SIGN
5176,Dystonia,DISEASE,Is_a,muscle disorders,DISEASE
5177,Dystonia,DISEASE,Produces,involuntary muscle contractions,SIGN
5178,Dystonia,DISEASE,Produces,abnormal painful movements,SIGN
5179,Dystonia,DISEASE,Produces,abnormal painful postures,SIGN
5180,tyrosine hydroxylase deficiency,RAREDISEASE,Produces,Dystonia affects the legs,SIGN
5181,tyrosine hydroxylase deficiency,RAREDISEASE,Produces,tremors,SIGN
5182,tyrosine hydroxylase deficiency,RAREDISEASE,Produces,eye abnormalities,SIGN
5183,tyrosine hydroxylase deficiency,RAREDISEASE,Produces,children to walk on their tiptoes,SIGN
5184,tyrosine hydroxylase deficiency,RAREDISEASE,Anaphora,the disorder,ANAPHOR
5185,Tyrosine hydroxylase deficiency,RAREDISEASE,Produces,dystonia in childhood,SIGN
5186,guanosine triphosphate cyclohydrolase I deficiency,RAREDISEASE,Produces,dystonia in childhood,SIGN
5187,autosomal dominant Segawa syndrome,RAREDISEASE,Is_synon,guanosine triphosphate cyclohydrolase I deficiency,RAREDISEASE
5188,porencephaly,RAREDISEASE,Produces,cavities form on the surface of the brain,SIGN
5189,porencephaly,RAREDISEASE,Produces,cysts filled with cerebrospinal fluid,SIGN
5190,porencephaly,RAREDISEASE,Produces,cavities filled with cerebrospinal fluid,SIGN
5191,porencephaly,RAREDISEASE,Produces,fluid-filled cavities,SIGN
5192,porencephaly,RAREDISEASE,Produces,fluid-filled cysts,SIGN
5193,sporadic porencephaly,RAREDISEASE,Anaphora,the disorder,ANAPHOR
5194,SMA syndrome,RAREDISEASE,Anaphora,the disorder,ANAPHOR
5195,SMA syndrome,RAREDISEASE,Anaphora,The disorder,ANAPHOR
5196,Sialidosis,RAREDISEASE,Is_a,inherited metabolic disorder,DISEASE
5197,Sialidosis,RAREDISEASE,Produces,deficiency of the enzyme neuraminidase,SIGN
5198,Sialidosis,RAREDISEASE,Produces,Deficiency of neuraminidase,SIGN
5199,Sialidosis,RAREDISEASE,Produces,accumulation of toxic materials in the body,SIGN
5200,mucolipidosis type I,RAREDISEASE,Is_synon,Sialidosis,RAREDISEASE
